DATE,STORE_ID,PRODUCT_ID,CATEGORY,SALES_UNITS,SALES_VALUE,PROMOTIONAL_DISCOUNT,WEATHER_IMPACT
2029-02-03,STORE-27,PROD-97,Electronics,26.0,421.31,20,None
2029-02-04,STORE-12,PROD-197,Furniture,27.0,229.6,10,Snow
2029-02-05,STORE-43,PROD-141,Electronics,27.0,321.98,20,Rain
2029-02-06,STORE-43,PROD-191,Electronics,15.0,118.41,10,Rain
2029-02-07,STORE-6,PROD-66,Grocery,8.0,341.77,5,Rain
2029-02-08,STORE-34,PROD-93,Clothing,7.0,388.4,20,Extreme Heat
2029-02-09,STORE-24,PROD-116,Electronics,47.0,241.87,5,Rain
2029-02-10,STORE-5,PROD-115,Clothing,46.0,312.69,5,Extreme Heat
2029-02-11,STORE-34,PROD-102,Furniture,40.0,233.6,5,Rain
2029-02-12,STORE-35,PROD-1,Electronics,12.0,896.2,5,Extreme Heat
2029-02-13,STORE-33,PROD-186,Grocery,13.0,253.96,0,Extreme Heat
2029-02-14,STORE-33,PROD-9,Furniture,43.0,422.49,15,None
2029-02-15,STORE-36,PROD-73,Furniture,17.0,402.66,0,Rain
2029-02-16,STORE-2,PROD-153,Grocery,17.0,211.15,10,None
2029-02-17,STORE-25,PROD-5,Electronics,36.0,122.74,10,Snow
2029-02-18,STORE-31,PROD-133,Electronics,21.0,208.98,15,Rain
2029-02-19,STORE-3,PROD-35,Furniture,8.0,414.85,15,Rain
2029-02-20,STORE-41,PROD-78,Electronics,5.0,121.54,15,Rain
2029-02-21,STORE-25,PROD-2,Clothing,26.0,266.97,5,Rain
2029-02-22,STORE-24,PROD-77,Grocery,8.0,404.99,0,None
2029-02-23,STORE-17,PROD-57,Clothing,36.0,183.2,10,None
2029-02-24,STORE-48,PROD-55,Electronics,28.0,324.68,0,Extreme Heat
2029-02-25,STORE-2,PROD-81,Furniture,29.0,130.36,0,None
2029-02-26,STORE-23,PROD-6,Grocery,47.0,63.55,0,Extreme Heat
2029-02-27,STORE-5,PROD-198,Electronics,12.0,,15,Snow
2029-02-28,STORE-23,PROD-177,Electronics,37.0,58.49,15,None
2029-03-01,STORE-16,PROD-71,Furniture,30.0,142.98,10,Extreme Heat
2029-03-02,STORE-47,PROD-142,Furniture,23.0,429.0,10,Rain
2029-03-03,STORE-43,PROD-131,Clothing,16.0,179.77,10,Snow
2029-03-04,STORE-41,PROD-143,Grocery,14.0,486.79,0,Extreme Heat
2029-03-05,STORE-7,PROD-147,Grocery,10.0,490.07,15,Snow
2029-03-06,STORE-50,PROD-147,Furniture,7.0,141.46,5,Rain
2029-03-07,STORE-38,PROD-40,Clothing,45.0,30.08,0,Rain
2029-03-08,STORE-48,PROD-25,Grocery,37.0,355.48,20,Extreme Heat
2029-03-09,STORE-49,PROD-10,Furniture,29.0,230.98,0,Extreme Heat
2029-03-10,STORE-22,PROD-118,Electronics,3.0,59.37,15,Rain
2029-03-11,STORE-9,PROD-92,Grocery,15.0,356.69,20,Extreme Heat
2029-03-12,STORE-3,PROD-40,Clothing,36.0,25.28,0,Rain
2029-03-13,STORE-23,PROD-36,Clothing,47.0,436.4,15,None
2029-03-14,STORE-35,PROD-68,Clothing,46.0,77.94,15,Extreme Heat
2029-03-15,STORE-22,PROD-94,Electronics,19.0,72.38,5,Snow
2029-03-16,STORE-42,PROD-150,Grocery,13.0,96.08,0,Rain
2029-03-17,STORE-12,PROD-64,Grocery,42.0,480.53,15,None
2029-03-18,STORE-50,PROD-60,Electronics,21.0,349.65,10,Extreme Heat
2029-03-19,STORE-44,PROD-66,Grocery,37.0,402.67,15,Rain
2029-03-20,STORE-30,PROD-77,Electronics,27.0,204.84,5,None
2029-03-21,STORE-45,PROD-24,Electronics,29.0,174.79,15,Extreme Heat
2029-03-22,STORE-31,PROD-147,Electronics,20.0,124.9,0,Rain
2029-03-23,STORE-41,PROD-103,Clothing,25.0,245.52,0,Rain
2029-03-24,STORE-12,PROD-146,Grocery,6.0,280.4,20,Rain
2029-03-25,STORE-9,PROD-56,Electronics,36.0,,0,Extreme Heat
2029-03-26,STORE-5,PROD-188,Grocery,2.0,135.99,20,None
2029-03-27,STORE-46,PROD-20,Clothing,22.0,474.84,10,Rain
2029-03-28,STORE-50,PROD-186,Electronics,32.0,93.18,5,None
2029-03-29,STORE-30,PROD-84,Furniture,16.0,483.17,10,None
2029-03-30,STORE-3,PROD-124,Clothing,18.0,17.28,20,Snow
2029-03-31,STORE-19,PROD-45,Furniture,5.0,245.75,15,None
2029-04-01,STORE-13,PROD-125,Grocery,36.0,173.35,15,None
2029-04-02,STORE-3,PROD-177,Grocery,30.0,230.07,10,None
2029-04-03,STORE-13,PROD-180,Clothing,45.0,289.63,15,None
2029-04-04,STORE-3,PROD-148,Grocery,19.0,223.44,20,None
2029-04-05,STORE-21,PROD-25,Furniture,23.0,213.27,5,Extreme Heat
2029-04-06,STORE-20,PROD-153,Electronics,34.0,369.03,0,Snow
2029-04-07,STORE-33,PROD-165,Electronics,13.0,346.08,20,Rain
2029-04-08,STORE-26,PROD-77,Electronics,43.0,418.3,20,Snow
2029-04-09,STORE-35,PROD-10,Clothing,29.0,132.48,0,Snow
2029-04-10,STORE-31,PROD-188,Grocery,36.0,308.67,0,Rain
2029-04-11,STORE-17,PROD-148,Furniture,22.0,296.75,5,None
2029-04-12,STORE-3,PROD-98,Grocery,47.0,191.17,5,Rain
2029-04-13,STORE-49,PROD-21,Grocery,36.0,248.17,5,None
2029-04-14,STORE-42,PROD-200,Grocery,9.0,163.75,15,Rain
2029-04-15,STORE-13,PROD-15,Electronics,39.0,79.5,20,Extreme Heat
2029-04-16,STORE-19,PROD-198,Furniture,19.0,114.76,0,Snow
2029-04-17,STORE-23,PROD-86,Furniture,38.0,61.7,20,None
2029-04-18,STORE-50,PROD-90,Grocery,6.0,344.7,20,Snow
2029-04-19,STORE-4,PROD-112,Electronics,47.0,333.76,5,None
2029-04-20,STORE-42,PROD-107,Electronics,15.0,475.8,5,Rain
2029-04-21,STORE-22,PROD-31,Furniture,20.0,367.54,20,Rain
2029-04-22,STORE-18,PROD-198,Electronics,9.0,35.5,5,Rain
2029-04-23,STORE-8,PROD-59,Electronics,32.0,443.28,15,Extreme Heat
2029-04-24,STORE-24,PROD-192,Electronics,4.0,432.71,0,Rain
2029-04-25,STORE-28,PROD-168,Clothing,18.0,227.23,20,Rain
2029-04-26,STORE-26,PROD-155,Grocery,5.0,297.07,0,Extreme Heat
2029-04-27,STORE-48,PROD-3,Furniture,,488.28,15,Snow
2029-04-28,STORE-29,PROD-163,Furniture,23.0,270.83,5,Snow
2029-04-29,STORE-25,PROD-200,Clothing,11.0,453.61,10,None
2029-04-30,STORE-22,PROD-162,Grocery,37.0,50.69,15,Snow
2029-05-01,STORE-12,PROD-98,Furniture,22.0,103.62,10,None
2029-05-02,STORE-32,PROD-14,Electronics,4.0,225.97,0,None
2029-05-03,STORE-45,PROD-79,Furniture,29.0,296.53,20,Snow
2029-05-04,STORE-32,PROD-135,Electronics,44.0,409.95,5,Snow
2029-05-05,STORE-24,PROD-11,Clothing,34.0,494.25,15,Extreme Heat
2029-05-06,STORE-34,PROD-82,Electronics,13.0,200.54,5,None
2029-05-07,STORE-18,PROD-139,Furniture,42.0,33.23,10,Snow
2029-05-08,STORE-6,PROD-145,Furniture,9.0,402.57,10,Snow
2029-05-09,STORE-47,PROD-39,Furniture,42.0,306.15,20,Extreme Heat
2029-05-10,STORE-28,PROD-84,Clothing,31.0,107.29,10,Snow
2029-05-11,STORE-6,PROD-129,Clothing,7.0,252.47,20,Rain
2029-05-12,STORE-28,PROD-179,Grocery,4.0,373.73,15,Rain
2029-05-13,STORE-39,PROD-57,Furniture,19.0,387.5,20,None
2029-05-14,STORE-12,PROD-40,Electronics,42.0,254.81,10,Extreme Heat
2029-05-15,STORE-35,PROD-13,Clothing,30.0,159.56,0,Snow
2029-05-16,STORE-19,PROD-173,Furniture,31.0,487.13,20,None
2029-05-17,STORE-21,PROD-188,Furniture,35.0,335.05,5,Snow
2029-05-18,STORE-7,PROD-101,Clothing,21.0,210.04,0,Rain
2029-05-19,STORE-6,PROD-115,Grocery,31.0,147.43,20,Snow
2029-05-20,STORE-21,PROD-193,Clothing,19.0,368.24,5,Snow
2029-05-21,STORE-43,PROD-153,Clothing,31.0,128.67,0,Snow
2029-05-22,STORE-19,PROD-148,Electronics,32.0,94.14,20,Rain
2029-05-23,STORE-20,PROD-130,Electronics,2.0,269.62,15,Rain
2029-05-24,STORE-29,PROD-24,Grocery,10.0,152.09,5,Extreme Heat
2029-05-25,STORE-39,PROD-57,Furniture,2.0,318.16,15,Rain
2029-05-26,STORE-46,PROD-111,Clothing,2.0,67.79,10,None
2029-05-27,STORE-28,PROD-75,Grocery,24.0,330.92,20,Snow
2029-05-28,STORE-11,PROD-101,Electronics,17.0,148.82,20,Rain
2029-05-29,STORE-45,PROD-38,Clothing,32.0,10.12,5,None
2029-05-30,STORE-29,PROD-34,Furniture,16.0,72.2,20,Rain
2029-05-31,STORE-23,PROD-87,Electronics,16.0,467.47,10,Snow
2029-06-01,STORE-29,PROD-22,Electronics,46.0,435.0,20,None
2029-06-02,STORE-3,PROD-122,Electronics,39.0,124.47,0,Rain
2029-06-03,STORE-47,PROD-147,Grocery,31.0,391.4,15,Rain
2029-06-04,STORE-23,PROD-191,Furniture,43.0,308.2,10,None
2029-06-05,STORE-40,PROD-13,Clothing,24.0,485.74,10,Extreme Heat
2029-06-06,STORE-28,PROD-141,Grocery,1.0,193.07,15,None
2029-06-07,STORE-18,PROD-103,Grocery,11.0,343.92,15,None
2029-06-08,STORE-41,PROD-68,Grocery,21.0,41.13,10,None
2029-06-09,STORE-4,PROD-22,Electronics,4.0,408.32,15,None
2029-06-10,STORE-5,PROD-103,Furniture,7.0,482.27,5,Rain
2029-06-11,STORE-43,PROD-129,Grocery,26.0,274.1,15,None
2029-06-12,STORE-41,PROD-112,Clothing,47.0,151.06,0,None
2029-06-13,STORE-26,PROD-199,Furniture,12.0,68.93,0,Snow
2029-06-14,STORE-24,PROD-179,Clothing,31.0,354.73,5,Rain
2029-06-15,STORE-33,PROD-34,Furniture,17.0,325.98,15,Snow
2029-06-16,STORE-48,PROD-196,Clothing,33.0,193.23,0,Rain
2029-06-17,STORE-44,PROD-35,Electronics,11.0,475.96,20,Extreme Heat
2029-06-18,STORE-11,PROD-124,Grocery,28.0,20.88,15,Extreme Heat
2029-06-19,STORE-2,PROD-144,Clothing,32.0,158.82,5,Rain
2029-06-20,STORE-10,PROD-51,Furniture,1.0,461.32,15,Extreme Heat
2029-06-21,STORE-39,PROD-125,Grocery,47.0,167.26,10,Extreme Heat
2029-06-22,STORE-44,PROD-102,Grocery,28.0,133.6,10,Rain
2029-06-23,STORE-29,PROD-167,Furniture,42.0,271.77,0,None
2029-06-24,STORE-3,PROD-147,Clothing,7.0,413.66,10,Snow
2029-06-25,STORE-9,PROD-51,Electronics,2.0,60.54,5,Rain
2029-06-26,STORE-5,PROD-144,Electronics,42.0,472.08,0,Rain
2029-06-27,STORE-16,PROD-158,Clothing,24.0,399.59,5,Rain
2029-06-28,STORE-50,PROD-189,Grocery,4.0,98.81,5,Snow
2029-06-29,STORE-42,PROD-135,Grocery,44.0,358.88,10,Rain
2029-06-30,STORE-24,PROD-64,Grocery,19.0,198.63,10,Snow
2029-07-01,STORE-24,PROD-63,Grocery,26.0,207.12,5,Snow
2029-07-02,STORE-25,PROD-19,Clothing,11.0,393.81,10,Extreme Heat
2029-07-03,STORE-37,PROD-69,Grocery,40.0,481.76,10,None
2029-07-04,STORE-3,PROD-199,Furniture,43.0,72.06,10,Extreme Heat
2029-07-05,STORE-39,PROD-111,Grocery,11.0,216.11,15,Rain
2029-07-06,STORE-10,PROD-83,Electronics,45.0,245.66,5,Rain
2029-07-07,STORE-44,PROD-176,Grocery,3.0,194.39,20,Snow
2029-07-08,STORE-29,PROD-148,Clothing,12.0,187.96,5,Extreme Heat
2029-07-09,STORE-24,PROD-23,Electronics,3.0,35.61,0,Snow
2029-07-10,STORE-24,PROD-29,Clothing,42.0,345.91,10,Extreme Heat
2029-07-11,STORE-29,PROD-172,Clothing,27.0,223.75,10,Extreme Heat
2029-07-12,STORE-49,PROD-106,Electronics,49.0,105.45,20,Extreme Heat
2029-07-13,STORE-5,PROD-109,Clothing,2.0,409.86,0,Extreme Heat
2029-07-14,STORE-37,PROD-94,Clothing,49.0,403.25,15,Extreme Heat
2029-07-15,STORE-9,PROD-90,Grocery,16.0,248.33,5,None
2029-07-16,STORE-34,PROD-49,Furniture,2.0,156.24,15,Rain
2029-07-17,STORE-24,PROD-83,Clothing,30.0,322.67,0,Extreme Heat
2029-07-18,STORE-26,PROD-89,Clothing,20.0,151.19,20,Extreme Heat
2029-07-19,STORE-21,PROD-153,Clothing,38.0,125.64,0,Snow
2029-07-20,STORE-42,PROD-168,Grocery,28.0,367.95,20,Rain
2029-07-21,STORE-18,PROD-7,Furniture,25.0,29.76,15,Rain
2029-07-22,STORE-16,PROD-198,Electronics,32.0,56.44,15,Rain
2029-07-23,STORE-8,PROD-79,Grocery,10.0,13.33,0,Extreme Heat
2029-07-24,STORE-2,PROD-44,Grocery,42.0,84.94,0,Snow
2029-07-25,STORE-48,PROD-90,Furniture,40.0,43.81,10,Rain
2029-07-26,STORE-12,PROD-158,Furniture,33.0,497.94,20,Snow
2029-07-27,STORE-32,PROD-114,Grocery,13.0,151.52,10,None
2029-07-28,STORE-34,PROD-160,Electronics,41.0,83.14,5,None
2029-07-29,STORE-25,PROD-38,Grocery,42.0,128.09,5,Snow
2029-07-30,STORE-36,PROD-113,Furniture,47.0,468.7,0,Extreme Heat
2029-07-31,STORE-8,PROD-12,Electronics,37.0,264.88,15,Rain
2029-08-01,STORE-17,PROD-60,Furniture,16.0,188.76,5,None
2029-08-02,STORE-50,PROD-52,Electronics,45.0,437.96,5,None
2029-08-03,STORE-17,PROD-176,Clothing,22.0,203.55,10,Snow
2029-08-04,STORE-46,PROD-96,Furniture,20.0,174.15,10,Extreme Heat
2029-08-05,STORE-29,PROD-40,Furniture,43.0,111.57,5,Snow
2029-08-06,STORE-14,PROD-194,Grocery,27.0,195.12,0,Snow
2029-08-07,STORE-40,PROD-187,Furniture,41.0,165.18,10,Snow
2029-08-08,STORE-19,PROD-22,Furniture,16.0,341.88,5,Snow
2029-08-09,STORE-45,PROD-29,Clothing,34.0,151.9,15,Snow
2029-08-10,STORE-32,PROD-190,Furniture,32.0,292.83,10,Extreme Heat
2029-08-11,STORE-13,PROD-14,Clothing,26.0,42.29,5,Snow
2029-08-12,STORE-8,PROD-63,Clothing,25.0,103.73,20,Extreme Heat
2029-08-13,STORE-9,PROD-159,Clothing,2.0,209.63,10,Rain
2029-08-14,STORE-5,PROD-38,Clothing,12.0,469.11,20,Rain
2029-08-15,STORE-29,PROD-74,Electronics,40.0,194.85,10,Rain
2029-08-16,STORE-12,PROD-4,Grocery,9.0,335.4,10,Rain
2029-08-17,STORE-46,PROD-88,Electronics,12.0,134.99,20,None
2029-08-18,STORE-29,PROD-178,Furniture,26.0,72.25,0,Extreme Heat
2029-08-19,STORE-6,PROD-29,Electronics,9.0,38.68,5,Rain
2029-08-20,STORE-44,PROD-79,Electronics,10.0,159.65,0,None
2029-08-21,STORE-21,PROD-116,Furniture,32.0,87.25,0,Extreme Heat
2029-08-22,STORE-43,PROD-121,Furniture,34.0,95.27,5,None
2029-08-23,STORE-23,PROD-6,Furniture,48.0,382.77,15,None
2029-08-24,STORE-46,PROD-85,Electronics,20.0,17.76,0,Snow
2029-08-25,STORE-5,PROD-54,Electronics,39.0,283.33,0,None
2029-08-26,STORE-36,PROD-190,Furniture,2.0,195.94,0,None
2029-08-27,STORE-35,PROD-138,Grocery,1.0,258.21,15,Extreme Heat
2029-08-28,STORE-19,PROD-55,Grocery,36.0,285.79,10,None
2029-08-29,STORE-20,PROD-53,Clothing,24.0,163.55,20,Snow
2029-08-30,STORE-11,PROD-140,Furniture,27.0,154.6,20,Rain
2029-08-31,STORE-46,PROD-134,Clothing,2.0,369.37,15,Rain
2029-09-01,STORE-46,PROD-193,Grocery,31.0,436.93,0,Extreme Heat
2029-09-02,STORE-45,PROD-67,Clothing,7.0,104.36,20,Extreme Heat
2029-09-03,STORE-41,PROD-141,Furniture,2.0,57.83,15,None
2029-09-04,STORE-12,PROD-124,Furniture,29.0,449.92,5,Extreme Heat
2029-09-05,STORE-24,PROD-160,Furniture,15.0,181.45,20,None
2029-09-06,STORE-33,PROD-187,Electronics,12.0,280.15,5,Extreme Heat
2029-09-07,STORE-15,PROD-37,Clothing,37.0,372.36,0,Rain
2029-09-08,STORE-8,PROD-178,Grocery,28.0,71.64,20,Rain
2029-09-09,STORE-13,PROD-179,Grocery,20.0,298.77,15,Rain
2029-09-10,STORE-9,PROD-172,Grocery,39.0,267.32,10,Rain
2029-09-11,STORE-16,PROD-5,Electronics,24.0,109.47,20,None
2029-09-12,STORE-32,PROD-97,Electronics,21.0,231.42,20,None
2029-09-13,STORE-2,PROD-150,Furniture,10.0,400.5,20,None
2029-09-14,STORE-24,PROD-170,Grocery,46.0,299.31,20,Rain
2029-09-15,STORE-36,PROD-135,Electronics,14.0,57.49,15,Snow
2029-09-16,STORE-37,PROD-12,Furniture,37.0,278.53,15,Rain
2029-09-17,STORE-24,PROD-66,Grocery,18.0,354.34,10,Rain
2029-09-18,STORE-30,PROD-44,Clothing,24.0,398.42,15,Snow
2029-09-19,STORE-36,PROD-16,Furniture,14.0,318.27,15,Snow
2029-09-20,STORE-9,PROD-73,Electronics,34.0,84.8,0,Extreme Heat
2029-09-21,STORE-40,PROD-52,Electronics,12.0,357.98,0,Rain
2029-09-22,STORE-6,PROD-179,Furniture,22.0,341.9,5,Snow
2029-09-23,STORE-5,PROD-159,Furniture,6.0,21.97,10,Extreme Heat
2029-09-24,STORE-20,PROD-70,Electronics,36.0,211.76,0,Snow
2029-09-25,STORE-26,PROD-14,Clothing,45.0,173.15,10,Snow
2029-09-26,STORE-46,PROD-120,Grocery,36.0,338.01,10,Extreme Heat
2029-09-27,STORE-47,PROD-168,Clothing,22.0,115.91,20,Rain
2029-09-28,STORE-31,PROD-3,Furniture,14.0,299.53,10,Extreme Heat
2029-09-29,STORE-34,PROD-18,Clothing,16.0,457.47,20,Rain
2029-09-30,STORE-27,PROD-100,Electronics,18.0,400.92,5,Snow
2029-10-01,STORE-50,PROD-170,Furniture,25.0,461.51,5,Extreme Heat
2029-10-02,STORE-27,PROD-70,Grocery,32.0,489.47,5,None
2029-10-03,STORE-37,PROD-170,Electronics,33.0,15.23,20,Snow
2029-10-04,STORE-5,PROD-169,Electronics,45.0,315.14,20,Extreme Heat
2029-10-05,STORE-9,PROD-93,Grocery,36.0,212.29,5,Snow
2029-10-06,STORE-21,PROD-28,Grocery,20.0,431.33,20,Extreme Heat
2029-10-07,STORE-42,PROD-5,Clothing,18.0,133.39,15,Rain
2029-10-08,STORE-5,PROD-75,Furniture,38.0,490.7,15,None
2029-10-09,STORE-29,PROD-167,Grocery,3.0,310.72,20,Snow
2029-10-10,STORE-30,PROD-99,Grocery,23.0,398.83,20,None
2029-10-11,STORE-44,PROD-60,Furniture,32.0,51.94,0,Rain
2029-10-12,STORE-34,PROD-98,Grocery,45.0,99.89,0,Extreme Heat
2029-10-13,STORE-23,PROD-131,Grocery,16.0,381.62,10,None
2029-10-14,STORE-9,PROD-182,Clothing,5.0,20.77,10,Extreme Heat
2029-10-15,STORE-50,PROD-26,Electronics,4.0,410.27,10,Rain
2029-10-16,STORE-36,PROD-81,Electronics,21.0,16.84,5,Snow
2029-10-17,STORE-41,PROD-125,Electronics,40.0,331.99,15,Rain
2029-10-18,STORE-38,PROD-153,Electronics,14.0,188.9,5,None
2029-10-19,STORE-12,PROD-137,Grocery,39.0,309.63,20,None
2029-10-20,STORE-50,PROD-23,Furniture,31.0,351.06,0,None
2029-10-21,STORE-9,PROD-48,Furniture,14.0,177.81,20,Extreme Heat
2029-10-22,STORE-28,PROD-51,Clothing,6.0,62.9,20,Snow
2029-10-23,STORE-33,PROD-129,Clothing,12.0,44.13,0,None
2029-10-24,STORE-4,PROD-118,Grocery,16.0,298.58,20,None
2029-10-25,STORE-8,PROD-144,Furniture,17.0,265.12,10,None
2029-10-26,STORE-34,PROD-183,Furniture,45.0,373.68,0,Rain
2029-10-27,STORE-10,PROD-6,Electronics,23.0,259.77,20,None
2029-10-28,STORE-20,PROD-11,Grocery,14.0,217.0,10,Rain
2029-10-29,STORE-11,PROD-64,Grocery,7.0,205.06,10,None
2029-10-30,STORE-11,PROD-136,Electronics,46.0,22.96,15,Rain
2029-10-31,STORE-21,PROD-79,Grocery,32.0,174.42,10,Extreme Heat
2029-11-01,STORE-46,PROD-86,Grocery,15.0,488.25,5,Extreme Heat
2029-11-02,STORE-15,PROD-126,Clothing,44.0,438.04,0,Rain
2029-11-03,STORE-23,PROD-101,Furniture,17.0,171.4,0,Snow
2029-11-04,STORE-34,PROD-191,Grocery,41.0,298.02,0,Snow
2029-11-05,STORE-19,PROD-41,Clothing,47.0,425.18,20,Rain
2029-11-06,STORE-6,PROD-5,Furniture,44.0,226.22,20,Extreme Heat
2029-11-07,STORE-17,PROD-89,Electronics,34.0,18.8,5,Rain
2029-11-08,STORE-13,PROD-176,Clothing,2.5,46.51,10,Snow
2029-11-09,STORE-41,PROD-91,Clothing,45.0,260.09,20,Rain
2029-11-10,STORE-36,PROD-91,Furniture,27.0,485.03,10,Extreme Heat
2029-11-11,STORE-18,PROD-161,Electronics,23.0,349.67,10,Snow
2029-11-12,STORE-9,PROD-78,Clothing,40.0,44.75,20,Snow
2029-11-13,STORE-41,PROD-61,Grocery,14.0,102.79,20,None
2029-11-14,STORE-20,PROD-129,Grocery,15.0,387.95,5,None
2029-11-15,STORE-40,PROD-71,Grocery,43.0,422.31,15,Snow
2029-11-16,STORE-35,PROD-16,Electronics,33.0,312.67,0,Snow
2029-11-17,STORE-6,PROD-161,Clothing,31.0,325.77,20,Rain
2029-11-18,STORE-33,PROD-66,Grocery,35.0,23.89,20,Extreme Heat
2029-11-19,STORE-42,PROD-100,Electronics,17.0,415.98,10,Snow
2029-11-20,STORE-11,PROD-8,Grocery,28.0,396.25,15,Extreme Heat
2029-11-21,STORE-38,PROD-143,Furniture,19.0,136.93,20,Snow
2029-11-22,STORE-38,PROD-72,Clothing,46.0,357.25,15,Extreme Heat
2029-11-23,STORE-10,PROD-58,Clothing,23.0,115.28,0,None
2029-11-24,STORE-11,PROD-39,Electronics,32.0,29.76,10,Snow
2029-11-25,STORE-43,PROD-88,Electronics,40.0,108.56,5,Rain
2029-11-26,STORE-40,PROD-101,Clothing,13.0,97.53,0,Extreme Heat
2029-11-27,STORE-47,PROD-169,Grocery,20.0,175.5,15,Snow
2029-11-28,STORE-39,PROD-36,Grocery,35.0,215.04,15,None
2029-11-29,STORE-22,PROD-23,Furniture,5.0,,0,None
2029-11-30,STORE-37,PROD-187,Grocery,9.0,243.61,15,None
2029-12-01,STORE-3,PROD-98,Electronics,29.0,142.63,5,None
2029-12-02,STORE-2,PROD-134,Electronics,6.0,24.29,5,Snow
2029-12-03,STORE-6,PROD-174,Grocery,25.0,306.5,15,Rain
2029-12-04,STORE-3,PROD-157,Electronics,31.0,203.91,15,Extreme Heat
2029-12-05,STORE-42,PROD-161,Clothing,22.0,156.35,5,Rain
2029-12-06,STORE-50,PROD-176,Clothing,2.0,434.8,15,Extreme Heat
2029-12-07,STORE-37,PROD-59,Grocery,45.0,375.9,20,Rain
2029-12-08,STORE-17,PROD-107,Clothing,5.0,,10,Snow
2029-12-09,STORE-42,PROD-62,Clothing,27.0,252.54,20,Snow
2029-12-10,STORE-14,PROD-147,Furniture,25.0,74.16,15,Extreme Heat
2029-12-11,STORE-50,PROD-40,Furniture,8.0,351.15,15,Snow
2029-12-12,STORE-37,PROD-110,Clothing,1.0,110.98,10,Extreme Heat
2029-12-13,STORE-27,PROD-80,Grocery,20.0,226.2,15,Rain
2029-12-14,STORE-40,PROD-155,Furniture,44.0,41.85,10,Snow
2029-12-15,STORE-41,PROD-85,Electronics,23.0,414.4,5,Snow
2029-12-16,STORE-2,PROD-115,Electronics,32.0,71.71,10,Extreme Heat
2029-12-17,STORE-32,PROD-139,Electronics,11.0,452.52,10,Extreme Heat
2029-12-18,STORE-41,PROD-34,Grocery,39.0,866.94,20,Extreme Heat
2029-12-19,STORE-35,PROD-53,Clothing,47.0,237.65,15,Extreme Heat
2029-12-20,STORE-19,PROD-168,Electronics,24.0,374.74,5,None
2029-12-21,STORE-42,PROD-36,Grocery,11.0,313.53,0,Extreme Heat
2029-12-22,STORE-20,PROD-149,Furniture,29.0,403.51,10,None
2029-12-23,STORE-31,PROD-139,Clothing,26.0,221.58,0,Rain
2029-12-24,STORE-16,PROD-176,Furniture,16.0,395.05,15,Extreme Heat
2029-12-25,STORE-44,PROD-52,Grocery,35.0,236.6,10,None
2029-12-26,STORE-26,PROD-36,Electronics,20.0,471.07,0,None
2029-12-27,STORE-20,PROD-80,Electronics,46.0,248.32,20,None
2029-12-28,STORE-30,PROD-177,Grocery,3.0,236.68,0,Snow
2029-12-29,STORE-5,PROD-181,Electronics,1.0,394.69,20,None
2029-12-30,STORE-45,PROD-135,Clothing,47.0,412.57,5,Extreme Heat
2029-12-31,STORE-4,PROD-35,Grocery,1.0,281.7,15,Extreme Heat
2030-01-01,STORE-11,PROD-111,Furniture,17.0,98.1,0,Extreme Heat
2030-01-02,STORE-29,PROD-198,Grocery,2.0,239.2,10,None
2030-01-03,STORE-27,PROD-38,Clothing,29.0,484.36,15,None
2030-01-04,STORE-31,PROD-168,Clothing,20.0,378.96,0,Snow
2030-01-05,STORE-30,PROD-145,Grocery,6.0,407.47,10,Rain
2030-01-06,STORE-14,PROD-41,Grocery,8.0,26.08,10,Snow
2030-01-07,STORE-22,PROD-82,Electronics,29.0,239.25,10,Extreme Heat
2030-01-08,STORE-39,PROD-18,Clothing,48.0,326.84,10,Extreme Heat
2030-01-09,STORE-10,PROD-143,Grocery,33.0,416.72,0,Extreme Heat
2030-01-10,STORE-21,PROD-137,Grocery,3.0,34.14,5,Snow
2030-01-11,STORE-46,PROD-185,Clothing,35.0,,20,Extreme Heat
2030-01-12,STORE-21,PROD-31,Grocery,5.0,278.72,20,Extreme Heat
2030-01-13,STORE-47,PROD-48,Electronics,27.0,106.68,20,Extreme Heat
2030-01-14,STORE-23,PROD-82,Clothing,22.0,165.46,5,None
2030-01-15,STORE-26,PROD-38,Electronics,12.0,296.3,10,Rain
2030-01-16,STORE-9,PROD-187,Electronics,20.0,270.12,10,None
2030-01-17,STORE-49,PROD-8,Electronics,45.0,35.33,15,None
2030-01-18,STORE-24,PROD-196,Electronics,20.0,87.68,20,Rain
2030-01-19,STORE-33,PROD-82,Clothing,9.0,408.22,20,Rain
2030-01-20,STORE-36,PROD-106,Electronics,39.0,74.98,10,Snow
2030-01-21,STORE-7,PROD-106,Electronics,4.0,124.36,20,Rain
2030-01-22,STORE-21,PROD-78,Grocery,19.0,232.15,10,Snow
2030-01-23,STORE-16,PROD-114,Clothing,38.0,263.39,10,Snow
2030-01-24,STORE-30,PROD-191,Clothing,27.0,384.17,10,None
2030-01-25,STORE-8,PROD-164,Furniture,45.0,229.19,0,Extreme Heat
2030-01-26,STORE-18,PROD-190,Clothing,43.0,397.03,0,None
2030-01-27,STORE-29,PROD-71,Clothing,13.0,312.99,0,None
2030-01-28,STORE-16,PROD-39,Furniture,13.0,65.42,0,Rain
2030-01-29,STORE-10,PROD-200,Clothing,22.0,86.6,5,Rain
2030-01-30,STORE-7,PROD-49,Clothing,28.0,224.15,15,Snow
